dish_id,split,total_calories,total_mass,total_fat,total_carb,total_protein
dish_1565987081,test,268.069977,288.0,5.62,3.804,48.795998
dish_1565987116,test,393.419983,397.0,17.283001,10.671,49.667999
dish_1565987142,test,518.322998,426.0,25.577,11.889,60.804001
dish_1565987201,test,560.658997,522.0,27.593,16.017,63.875999
dish_1565987269,test,119.654999,45.0,4.23,15.075001,5.04
dish_1565987298,test,211.138992,88.0,10.094469,16.614517,12.885552
dish_1566316496,test,121.098083,64.0,12.485043,2.431224,0.630691
dish_1566316525,test,223.888092,83.0,20.465044,2.697224,7.660691
dish_1566316558,test,490.288025,263.0,40.265041,5.577225,25.660692
dish_1566316587,test,646.768066,311.0,50.825043,20.937225,26.908691
dish_1566316612,test,665.237,367.0,51.48386,24.176441,27.457708
dish_1566316681,test,116.762924,122.0,2.97561,21.424391,1.190244
dish_1566316726,test,409.522888,685.0,4.10161,25.365391,57.490242
dish_1566316757,test,448.382874,819.0,4.36961,34.209389,59.50024
dish_1566317711,test,123.760002,182.0,2.548,21.84,4.368
dish_1566317742,test,154.720001,254.0,2.908,28.464001,5.376
dish_1566317775,test,237.399994,410.0,4.0,47.183998,7.248
dish_1566317801,test,275.399994,420.0,4.0,56.984001,7.258
dish_1566328724,test,275.549988,167.0,6.012,0.0,51.77
dish_1566328745,test,282.029999,203.0,6.084,1.404,52.094002
dish_1566328776,test,901.810059,436.0,28.684999,78.293999,77.723999
dish_1566328805,test,927.809998,488.0,28.737,85.054001,77.984001
dish_1566328831,test,941.609985,500.0,30.021,85.809998,78.080002
dish_1566328894,test,236.650986,89.0,8.366,29.815001,9.968
dish_1566328929,test,396.607422,165.0,17.54887,32.07058,25.493954
dish_1566328961,test,605.81781,308.0,24.900572,39.994911,52.083549
dish_1566328988,test,747.747803,398.0,26.880571,66.904915,56.313553
dish_1566329021,test,792.680847,486.0,28.006495,74.708344,59.259876
dish_1566329049,test,814.930786,575.0,28.273495,79.15834,60.86187
dish_1566329203,test,94.25,377.0,1.131,18.85,6.786
dish_1566329234,test,262.625214,457.0,10.797179,21.224293,23.129114
dish_1566329257,test,321.025208,537.0,14.637179,22.744293,29.529112
dish_1566330399,test,265.190887,126.0,15.224232,3.739511,25.7404
dish_1566330428,test,290.690887,228.0,15.530232,8.83951,27.576401
dish_1566330466,test,377.425903,283.0,16.740232,25.28451,30.1614
dish_1566331801,test,296.990997,203.0,10.436333,11.249237,37.746067
dish_1566331828,test,349.583069,306.0,11.754175,20.38279,41.194607
dish_1566331868,test,453.66507,372.0,13.206176,40.116787,44.296608
dish_1566331914,test,589.501648,481.0,24.885231,47.358673,46.926689
dish_1566332040,test,14.95,65.0,0.26,2.34,1.885
dish_1566332085,test,24.75,163.0,0.26,4.3,2.865
dish_1566332116,test,153.550003,275.0,12.244,11.356,3.761
dish_1566332154,test,401.049988,425.0,17.644001,11.356,50.261002
dish_1566332193,test,527.450012,504.0,29.494001,18.466,51.841
dish_1566332268,test,567.580994,595.0,31.404999,22.379,54.752998
dish_1566333118,test,239.309998,90.0,8.46,30.150002,10.08
dish_1566333167,test,344.544495,140.0,14.501362,31.633934,20.294445
dish_1566333194,test,461.585266,220.0,18.614201,36.067131,35.169743
dish_1566333228,test,498.545258,304.0,20.378201,39.679134,37.857738
dish_1566333255,test,515.545227,372.0,20.582203,43.079132,39.081741
dish_1566333291,test,549.755615,439.0,21.439438,49.02037,41.324966
dish_1566333324,test,608.104553,476.0,22.253439,60.083378,43.063965
dish_1566402041,test,231.919998,446.0,0.892,3.122,44.600002
dish_1566402095,test,421.11615,577.0,8.430679,32.411625,46.206608
dish_1566402123,test,445.116119,657.0,8.590679,38.491623,46.686604
dish_1566402160,test,458.716125,697.0,8.670679,41.691624,47.006603
dish_1566402197,test,480.946136,736.0,8.78768,47.151623,47.279602
dish_1566402232,test,511.396118,841.0,8.997679,54.081619,48.854603
dish_1566413321,test,14.030001,61.0,0.244,2.196,1.769
dish_1566413356,test,183.979996,164.0,3.952,2.196,33.699001
dish_1566413388,test,207.429993,231.0,4.22,6.886,35.307003
dish_1566413419,test,285.830017,280.0,11.570001,11.296,36.287003
dish_1566413445,test,377.830017,360.0,20.130001,16.335999,36.927002
dish_1566413469,test,459.663025,379.0,25.563999,17.134001,44.223003
dish_1566413510,test,751.383057,412.0,58.564003,17.134001,44.223
dish_1566414225,test,125.182129,88.0,4.186408,17.941746,3.759223
dish_1566414291,test,345.14212,244.0,14.794408,46.021748,7.035223
dish_1566414342,test,846.367065,552.0,31.578682,53.343304,83.57795
dish_1566414412,test,920.120422,658.0,37.812386,57.062336,85.334846
dish_1566414611,test,105.599998,64.0,2.304,0.0,19.84
dish_1566414642,test,219.809998,145.0,7.812,14.580001,21.541
dish_1566414686,test,646.176697,407.0,22.089535,20.808079,86.652031
dish_1566414723,test,728.810608,482.0,31.699219,24.867764,97.962776
dish_1566414754,test,755.496277,533.0,33.023949,28.348515,98.857841
dish_1566414780,test,807.416321,651.0,35.501945,33.422516,102.633827
dish_1566414891,test,213.994171,163.0,15.956649,16.049046,3.587757
dish_1566414924,test,247.482193,227.0,17.619051,20.417046,4.710957
dish_1566415520,test,74.824753,143.0,3.714425,9.75975,2.50965
dish_1566415558,test,169.100739,234.0,14.586706,12.861994,14.924493
dish_1566415591,test,214.780777,316.0,16.906708,18.46199,16.844492
dish_1566416299,test,44.9995,86.0,2.23385,5.8695,1.5093
dish_1566416339,test,77.979889,186.0,3.410321,11.653813,2.489692
dish_1566416388,test,259.869873,315.0,12.182321,34.873814,5.198692
dish_1566416421,test,313.741882,367.0,18.395054,36.646526,12.292887
dish_1566416455,test,372.326599,403.0,20.356852,37.502293,21.239441
dish_1566416701,test,198.53717,122.0,6.648317,2.900097,30.318871
dish_1566417398,test,56.892494,46.0,5.357862,2.088042,0.792647
dish_1566417442,test,93.830536,158.0,6.675509,8.566475,1.890686
dish_1566417475,test,150.23053,198.0,9.395511,15.766476,2.730686
dish_1566417516,test,385.402527,425.0,36.516472,23.505039,33.699574
dish_1566419510,test,273.876984,103.0,9.681999,34.505001,11.536
dish_1566419546,test,306.436981,177.0,11.235999,37.687,13.904
dish_1566419577,test,323.704224,210.0,12.093174,39.939251,14.48315
dish_1566419603,test,382.924225,252.0,14.949174,47.499252,15.36515
dish_1566419635,test,605.871704,389.0,22.414907,50.75592,49.411755
dish_1566488905,test,82.308296,86.0,2.097561,15.10244,0.839024
dish_1566488928,test,103.048294,147.0,2.219561,19.982441,1.327024
dish_1566488956,test,280.888275,489.0,2.903561,22.376442,35.527023
dish_1566488981,test,279.328308,486.0,2.897561,22.355442,35.227028
dish_1566499564,test,42.549999,37.0,3.959,2.331,0.296
dish_1566499633,test,161.386429,139.0,14.183504,8.426495,3.023964
dish_1566499686,test,674.706787,388.0,37.685776,35.915737,48.447742
dish_1566500963,test,5.75,25.0,0.1,0.9,0.725
dish_1566500988,test,21.33,63.0,0.176,4.7,1.067
dish_1566501012,test,132.87999,160.0,10.555,10.811,1.843
dish_1566501041,test,279.317993,194.0,20.279001,12.239,14.899
dish_1566501067,test,464.117981,306.0,24.310999,12.239,49.618999
dish_1566501126,test,564.917969,369.0,33.761002,17.909,50.878998
dish_1566501153,test,1006.917969,419.0,83.761002,17.909,50.879002
dish_1566501258,test,12.0,30.0,0.03,2.7,0.33
dish_1566501293,test,41.900002,56.0,2.812,4.338,0.538
dish_1566501324,test,65.269997,113.0,2.926,10.038,1.051
dish_1566501352,test,75.529999,170.0,3.04,12.261001,1.564
dish_1566501382,test,283.529999,330.0,4.0,12.261001,47.963997
dish_1566501447,test,286.76001,349.0,4.0,13.325001,48.039997
dish_1566501473,test,413.942017,371.0,14.89,18.319,52.967999
dish_1566501575,test,251.693985,54.0,15.551999,26.892,3.348
dish_1566501594,test,508.048981,109.0,31.391998,54.281998,6.758
dish_1566502000,test,63.008781,184.0,4.846829,3.949269,2.692683
dish_1566502033,test,136.217773,253.0,6.50283,19.129269,4.831683
dish_1566502061,test,408.339417,385.0,18.961866,33.701878,28.911758
dish_1566502271,test,296.816895,359.0,10.505252,13.685196,37.940281
dish_1566502315,test,577.184631,495.0,23.341835,28.699402,62.750053
dish_1566502437,test,74.564041,64.0,6.415376,3.824625,1.711664
dish_1566502472,test,132.919037,119.0,7.735376,15.924625,3.416664
dish_1566502505,test,454.517365,275.0,22.45969,33.146801,31.874937
dish_1566502537,test,517.644226,315.0,24.27223,34.292435,41.827816
dish_1566502573,test,821.510193,487.0,43.20623,60.718185,51.18927
dish_1566587102,test,213.599411,146.0,7.505935,8.090585,27.147421
dish_1566587143,test,354.399445,234.0,20.705935,16.010584,28.907421
dish_1566587182,test,531.260986,377.0,37.361893,22.501673,31.371517
dish_1566587689,test,196.84697,270.0,7.475343,15.383455,18.580095
dish_1566587714,test,347.536987,373.0,12.770625,21.091198,37.732044
dish_1566587958,test,398.49588,224.0,20.217819,8.818713,41.598316
dish_1566588016,test,472.233398,374.0,21.992495,23.614738,42.93103
dish_1566588066,test,566.233398,562.0,22.180496,48.054741,43.871033
dish_1566589933,test,89.060005,122.0,5.856,2.318,9.76
dish_1566589967,test,381.661957,322.0,16.1381,13.400992,46.94825
dish_1566590007,test,740.762024,457.0,29.233101,57.950996,61.798248
dish_1566590056,test,815.647644,519.0,34.712166,63.927059,62.926941
dish_1566590536,test,25.070757,51.0,0.60339,5.030649,0.453124
dish_1566590566,test,186.959702,142.0,8.816879,8.613251,17.35244
dish_1566590946,test,405.611877,228.0,20.578852,8.976191,42.341148
dish_1566590987,test,639.911865,370.0,25.690851,8.976191,86.361153
dish_1566591048,test,876.201843,481.0,42.708851,12.67119,102.963142
dish_1566591080,test,909.629578,549.0,43.513371,19.378721,103.567314
dish_1566592456,test,55.439999,126.0,2.646,5.418,4.032
dish_1566835603,test,63.166828,66.0,1.609756,11.590244,0.643902
dish_1566835641,test,312.766815,546.0,2.569756,14.950245,48.643902
dish_1566835701,test,370.186829,744.0,2.965756,28.018244,51.613903
dish_1566838286,test,72.5,145.0,0.145,18.849998,0.725
dish_1566838317,test,114.199997,284.0,0.423,29.413998,1.559
dish_1566838351,test,190.009995,417.0,0.822,48.034,2.49
dish_1566838378,test,286.210022,482.0,7.972,49.073997,8.990001
dish_1566838407,test,358.947601,558.0,9.825659,62.420345,9.731463
dish_1566844766,test,72.159996,164.0,3.444,7.052,5.248
dish_1566844803,test,249.819977,227.0,11.004,27.212,12.808001
dish_1566844850,test,491.235168,345.0,25.456135,30.58173,35.928123
dish_1566846997,test,343.709656,168.0,20.575924,4.797582,32.916782
dish_1566847043,test,434.877106,483.0,24.615379,15.362316,35.713329
dish_1566847431,test,101.240509,90.0,1.923067,17.232075,3.76984
dish_1566847454,test,346.747437,210.0,16.620152,20.658922,27.281824
dish_1566847483,test,476.231934,314.0,28.970854,24.980385,29.644312
dish_1566849208,test,19.6,70.0,0.28,3.71,1.54
dish_1566849233,test,94.800003,117.0,7.33,7.94,2.48
dish_1566849269,test,249.85202,153.0,17.626001,9.452,16.304001
dish_1566849295,test,348.752014,239.0,26.828001,14.87,16.992001
dish_1566849327,test,551.702026,362.0,31.255999,14.87,55.122002
dish_1566849387,test,619.901978,517.0,34.511002,21.535,60.082001
dish_1566849862,test,77.049995,67.0,7.169,4.221,0.536
dish_1566849895,test,112.309998,153.0,7.341,12.821001,1.31
dish_1566849923,test,127.970001,240.0,7.515,16.214001,2.093
dish_1566849955,test,147.169998,288.0,7.563,20.534,2.621
dish_1566849987,test,562.969971,540.0,16.635,20.534,80.740997
dish_1566850031,test,616.771973,662.0,19.197001,25.780001,84.644997
dish_1566850099,test,113.057968,112.0,10.687347,4.140735,1.525551
dish_1566850142,test,464.951172,284.0,31.75317,9.052546,35.226067
dish_1566851115,test,81.554428,70.0,7.016817,4.183183,1.872132
dish_1566851155,test,295.284393,260.0,11.076624,40.562012,9.830684
dish_1566851198,test,463.047455,342.0,21.119635,42.903687,25.897209
dish_1566851222,test,550.827515,375.0,24.320635,53.79369,29.52721
dish_1566851549,test,226.014999,85.0,7.99,28.475,9.52
dish_1566851584,test,286.294983,222.0,10.867,34.366001,13.904001
dish_1566851616,test,300.7789,248.0,11.60261,36.141609,14.512781
dish_1566851677,test,354.773834,296.0,12.628245,45.332054,16.523363
dish_1566851704,test,461.160156,348.0,18.996983,46.817013,26.711891
dish_1566920304,test,296.399994,570.0,1.14,3.99,57.0
dish_1566920339,test,449.531708,730.0,5.042439,32.087563,58.560974
dish_1566920365,test,490.421692,871.0,5.324439,41.393566,60.675976
dish_1566922978,test,124.32,84.0,9.24,1.344,8.400001
dish_1566923004,test,158.820007,153.0,9.309,10.313999,8.745001
dish_1566923030,test,396.799988,226.0,25.368999,33.673996,10.643001
dish_1566923060,test,515.820007,248.0,34.609001,33.981998,18.783001
dish_1566931116,test,35.5,142.0,0.426,7.1,2.556
dish_1566931140,test,126.700005,199.0,8.976,12.23,3.696
dish_1566931179,test,204.369385,263.0,15.987674,15.745848,4.955554
dish_1566931217,test,333.108673,378.0,29.458878,21.469036,21.408707
dish_1566931482,test,25.48,91.0,0.364,4.823,2.002
dish_1566931519,test,130.130005,182.0,10.101001,10.556,2.73
dish_1566931548,test,154.980011,253.0,10.385001,15.525999,4.434
dish_1566931586,test,379.380005,389.0,15.281001,15.525999,46.593998
dish_1566931620,test,494.579987,461.0,26.081001,22.006001,48.034
dish_1566931650,test,610.869019,488.0,33.803001,23.139999,58.401997
dish_1566931674,test,990.989014,531.0,76.803001,23.140001,58.401997
dish_1566933180,test,161.449524,96.0,7.634025,2.197063,19.702276
dish_1566933226,test,245.449509,171.0,7.784025,19.447062,22.552277
dish_1566933401,test,27.052683,79.0,2.080976,1.69561,1.156098
dish_1566933454,test,121.741409,154.0,8.774585,9.049747,3.66512
dish_1566933498,test,318.482666,284.0,17.559082,12.097746,28.37812
dish_1566934057,test,66.090729,193.0,5.083902,4.142439,2.82439
dish_1566934085,test,82.590729,259.0,5.281902,7.442439,4.01239
dish_1566934120,test,183.993713,316.0,10.426615,9.686487,14.597677
dish_1566934152,test,305.065247,396.0,15.832462,11.562181,29.805676
dish_1566934366,test,87.746994,33.0,3.102,11.055,3.696
dish_1566934401,test,435.902863,344.0,39.532818,26.532497,48.19104
dish_1566934430,test,519.542847,361.0,43.782825,37.582497,49.058041
dish_1566934455,test,528.042908,395.0,43.884827,39.282497,49.670044
dish_1566934487,test,553.040955,468.0,45.807755,40.849327,50.738335
dish_1566936266,test,220.955551,146.0,9.865667,3.423139,27.754599
dish_1566936297,test,355.292206,266.0,23.922573,9.395162,44.923096
dish_1566936323,test,368.292206,318.0,24.078575,11.995163,45.8591
dish_1566936352,test,424.292206,368.0,24.178576,23.495167,47.759106
dish_1566937992,test,276.53598,104.0,9.776,34.84,11.648001
dish_1566938026,test,450.576294,219.0,17.546904,37.536308,33.509502
dish_1566938059,test,463.246582,256.0,18.521538,38.330456,34.050964
dish_1566938088,test,494.496582,381.0,18.896538,44.580452,36.300964
dish_1567007719,test,14.28,42.0,0.084,3.36,0.336
dish_1567007751,test,39.93,87.0,0.219,9.66,0.651
dish_1567007783,test,50.0,106.0,0.352,11.94,0.879
dish_1567007814,test,73.0,152.0,0.398,17.92,1.109
dish_1567007848,test,100.300003,243.0,0.58,24.836,1.655
dish_1567019993,test,28.083149,55.0,0.703702,4.87714,1.841452
dish_1567020054,test,122.001411,145.0,11.540041,7.937456,14.210079
dish_1567020091,test,236.805176,238.0,22.449144,11.681914,16.441938
dish_1567020340,test,93.588287,168.0,4.75317,11.47317,3.933659
dish_1567020366,test,111.459381,203.0,5.200981,14.576805,5.105492
dish_1567020394,test,176.15863,265.0,12.666015,16.685022,13.626102
dish_1567020417,test,313.761383,348.0,16.694962,18.330757,36.040562
dish_1567021799,test,93.81813,76.0,8.914966,3.059988,1.823886
dish_1567021831,test,252.435623,228.0,27.216339,8.228521,22.713125
dish_1567021864,test,342.875641,262.0,30.514339,19.448523,26.453127
dish_1567022147,test,34.920002,128.0,0.256,7.746,1.746
dish_1567022180,test,48.860001,162.0,0.324,11.146,2.052
dish_1567022212,test,89.110001,197.0,4.069,13.351,2.332
dish_1567022251,test,111.910004,254.0,4.126,18.481001,2.959
dish_1567022296,test,425.410004,444.0,10.966,18.481001,61.859001
dish_1567022338,test,507.243011,463.0,16.4,19.279001,69.154999
dish_1567022383,test,527.088013,508.0,17.344999,21.214001,70.595001
dish_1567023110,test,46.0,40.0,4.28,2.52,0.32
dish_1567023132,test,59.200001,84.0,4.324,5.028,1.024
dish_1567023161,test,141.699997,134.0,6.124,5.028,16.524
dish_1567023184,test,191.507187,195.0,8.071156,10.141688,20.305752
dish_1567023262,test,72.32,64.0,6.016,3.008,2.048
dish_1567023296,test,107.181221,92.0,9.341188,4.171472,2.684054
dish_1567023335,test,138.336395,117.0,12.019873,5.832454,3.287284
dish_1567023375,test,248.566406,268.0,19.267872,8.701454,15.367283
dish_1567024066,test,228.673996,86.0,8.084,28.810001,9.632
dish_1567024112,test,274.075806,116.0,10.111193,29.513386,15.335
dish_1567024135,test,317.785828,147.0,12.219193,35.093388,15.986
dish_1567024187,test,334.945831,235.0,12.615192,38.525391,16.733999
dish_1567024224,test,354.945831,315.0,12.855191,42.525387,18.173998
dish_1567024252,test,512.015808,454.0,25.921192,49.058388,22.622
dish_1567106594,test,15.84,88.0,0.176,3.432,0.792
dish_1567106620,test,39.040001,146.0,0.292,8.652,1.952
dish_1567106646,test,61.040001,201.0,0.347,13.602001,2.557
dish_1567106668,test,80.309998,248.0,0.441,18.302002,2.98
dish_1567106693,test,359.160004,417.0,6.525,18.302,55.369999
dish_1567106794,test,102.338257,48.0,10.138825,1.695728,2.020698
dish_1567106825,test,220.200867,104.0,16.905151,3.357732,13.460875
dish_1567106870,test,504.820892,211.0,27.284149,38.667736,25.230873
dish_1567107049,test,107.202995,23.0,6.624,11.454,1.426
dish_1567107839,test,174.284485,156.0,16.46933,11.980703,18.763048
dish_1567107989,test,140.139297,111.0,9.906542,10.88412,3.713354
dish_1567108037,test,674.73053,365.0,40.596661,18.422499,55.602726
dish_1567110519,test,100.944618,100.0,9.542274,3.697084,1.362099
dish_1567110556,test,127.107117,150.0,10.841025,7.109585,2.239599
dish_1567110631,test,252.613922,260.0,14.578888,27.507641,6.725035
dish_1567110665,test,556.494568,532.0,43.294647,48.397079,39.440094
dish_1567110756,test,111.720001,42.0,4.074,13.860001,4.62
dish_1567110783,test,465.307892,210.0,24.372978,18.846014,38.940533
dish_1567110811,test,537.987976,282.0,31.243414,21.507914,39.921242
dish_1567525637,test,153.264771,81.0,15.801381,3.077018,0.798218
dish_1563996464,test,100.489189,146.0,7.867642,6.667095,3.017902
dish_1563996485,test,178.039185,201.0,11.607642,16.567097,4.172902
dish_1563996509,test,365.184875,316.0,17.874498,19.300793,32.752163
dish_1563996596,test,39.599998,90.0,1.89,3.87,2.88
dish_1563996625,test,342.701141,215.0,23.042091,8.849509,26.378635
dish_1563996656,test,376.620392,284.0,23.858444,15.655681,26.991686
dish_1563997327,test,157.878067,120.0,14.366603,6.455922,3.164272
dish_1563997386,test,215.884918,238.0,15.762681,18.095463,4.212677
dish_1563997418,test,608.703918,400.0,43.175797,24.548904,34.666901
dish_1563998210,test,148.089218,91.0,4.958992,2.163187,22.614895
dish_1563998244,test,259.479187,170.0,10.330991,16.383186,24.273895
dish_1563998279,test,565.005005,296.0,31.652304,21.402533,47.960518
dish_1563998323,test,634.505066,574.0,32.486301,35.302532,52.964516
dish_1563998513,test,757.505066,599.0,38.736301,51.552532,54.239513
dish_1564000202,test,396.190979,149.0,14.006,49.915001,16.688
dish_1564000417,test,340.35199,128.0,12.032,42.880001,14.336
dish_1564000459,test,485.186493,217.0,16.882004,44.995647,36.453865
dish_1564000490,test,532.706482,325.0,19.150002,49.639648,39.909866
dish_1564000536,test,659.906189,397.0,27.075863,60.701588,43.828613
dish_1564073641,test,49.767807,52.0,1.268293,9.131708,0.507317
dish_1564073677,test,108.967804,92.0,5.668293,9.771708,4.507317
dish_1564073716,test,214.527802,295.0,6.074293,11.192709,24.807318
dish_1564073860,test,492.309998,91.0,38.219997,1.274,33.670002
dish_1564082212,test,707.941284,425.0,23.036888,18.467739,100.636749
dish_1564082323,test,748.861206,518.0,24.989885,22.46674,103.612755
dish_1564082462,test,905.354492,609.0,32.071827,40.532917,108.82251
dish_1564083480,test,259.701996,133.0,18.263,2.427,21.991999
dish_1564083508,test,276.261993,225.0,18.447001,6.015,22.819998
dish_1564083534,test,309.061981,307.0,18.611,13.395,24.459997
dish_1564086602,test,130.291,49.0,4.606,16.415001,5.488
dish_1564086624,test,217.292999,131.0,6.574,34.455002,8.030001
dish_1564086658,test,260.852997,230.0,8.653,38.712002,11.198001
dish_1564086709,test,393.270325,307.0,14.645413,53.99876,15.606251
dish_1564086748,test,443.77182,339.0,16.095446,54.915268,23.56855
dish_1564086778,test,645.801453,437.0,25.345335,65.734329,41.446186
dish_1564159520,test,227.220001,42.0,17.639999,0.588,15.54
dish_1564159588,test,477.151001,113.0,37.142998,3.405,30.713001
dish_1564159636,test,487.873688,134.0,37.411686,5.267181,31.4161
dish_1564160043,test,245.0,98.0,1.47,48.02,9.898001
dish_1564160161,test,242.5,97.0,1.455,47.530003,9.797
dish_1564168695,test,385.007996,78.0,34.163998,0.0,18.018
dish_1564168739,test,585.302002,164.0,45.343998,15.394,27.478001
dish_1564169197,test,116.449997,50.0,6.5,8.95,5.5
dish_1564169254,test,161.75,201.0,6.802,20.425999,6.406
dish_1564169298,test,187.076355,299.0,7.090506,25.310051,8.460101
dish_1564169340,test,657.517517,518.0,30.844044,48.579582,48.924637
dish_1564169644,test,433.416992,163.0,15.322,54.605,18.256001
dish_1564169878,test,732.513428,341.0,36.986099,36.232471,63.006413
dish_1564169932,test,766.626526,473.0,37.374702,42.810986,65.773155
dish_1564169958,test,787.776489,563.0,37.704697,46.740982,67.09317
dish_1564170010,test,1264.54834,831.0,61.893875,57.291939,116.862572
dish_1564170071,test,14.0,35.0,0.035,3.15,0.385
dish_1564170098,test,50.799999,67.0,3.459,5.166,0.641
dish_1564170141,test,62.68,133.0,3.591,7.74,1.235
dish_1564170173,test,79.880005,176.0,3.677,11.610001,2.095
dish_1564170283,test,646.588135,301.0,32.647552,31.982321,55.615635
dish_1564170474,test,39.480003,168.0,0.616,7.336,2.464
dish_1564170542,test,523.367859,440.0,25.166206,18.044437,52.976246
dish_1564170836,test,240.164917,135.0,12.184845,5.314849,25.070414
dish_1564170880,test,348.557159,230.0,15.413,22.931355,28.944201
dish_1564170923,test,378.817108,319.0,15.813499,28.582855,31.213701
dish_1564170967,test,400.202118,410.0,16.147165,32.556522,32.54837
dish_1564171888,test,345.125885,194.0,17.510075,7.637636,36.027115
dish_1564171935,test,476.337524,309.0,21.417841,28.962877,40.716434
dish_1564171970,test,498.821136,396.0,21.673965,33.298721,42.539974
dish_1564171996,test,519.50116,484.0,21.996632,37.141384,43.830639
dish_1564427406,test,305.370026,135.0,20.115,0.135,30.51
dish_1564427430,test,345.620026,170.0,23.860001,2.34,30.790001
dish_1564427455,test,354.26004,218.0,23.956001,4.212,31.222
dish_1564428102,test,133.219666,107.0,12.706974,4.446124,2.430635
dish_1564428144,test,205.212921,171.0,14.074488,16.700045,5.11141
dish_1564428181,test,510.05069,320.0,32.323368,20.955044,34.305462
dish_1564428404,test,113.751038,104.0,9.80839,6.298835,1.598034
dish_1564428444,test,157.001038,277.0,10.32739,14.948835,4.712034
dish_1564428475,test,261.616272,370.0,12.314557,32.755318,8.607536
dish_1564428515,test,484.618347,479.0,25.66441,35.868031,29.964256
dish_1564429184,test,389.65799,202.0,22.018,18.786001,37.975998
dish_1564429235,test,479.757751,253.0,27.632151,26.621544,40.751778
dish_1564429270,test,605.507202,354.0,39.626583,30.81835,43.046116
dish_1564429702,test,39.5,158.0,0.474,7.9,2.844
dish_1564429744,test,282.477234,374.0,5.089361,49.256981,11.891616
dish_1564429808,test,380.679993,422.0,10.968196,50.62772,21.29641
dish_1564429843,test,395.729828,474.0,11.635026,52.371742,21.758062
dish_1564429894,test,498.769836,566.0,11.819027,73.531738,25.254065
dish_1564432094,test,177.659988,63.0,7.56,20.16,7.56
dish_1564432128,test,217.028381,102.0,11.281487,21.601864,8.091219
dish_1564432165,test,246.028381,160.0,11.339486,29.141865,8.381219
dish_1564432191,test,261.028381,220.0,11.519486,32.141861,9.461219
dish_1564432238,test,455.387939,315.0,23.15468,34.854778,28.074873
dish_1564502063,test,497.719971,92.0,38.639999,1.288,34.040001
dish_1564503184,test,97.379997,18.0,7.56,0.252,6.66
dish_1564503219,test,213.859985,242.0,8.008,1.82,29.059999
dish_1564514906,test,199.266052,178.0,20.85108,8.858501,25.466618
dish_1564514953,test,249.899155,281.0,22.069691,19.018438,26.381748
dish_1564514997,test,381.110779,396.0,25.977457,40.343685,31.071066
dish_1564515049,test,431.635803,611.0,26.765793,49.732021,34.224403
dish_1564516366,test,31.049999,27.0,2.889,1.701,0.216
dish_1564516397,test,36.809998,59.0,2.953,2.949,0.504
dish_1564516429,test,178.982971,186.0,17.829895,9.269392,18.674
dish_1564516454,test,311.142975,266.0,20.709892,9.269392,43.553997
dish_1564516483,test,364.234009,374.0,21.987663,19.922529,44.513561
dish_1564516732,test,26.545507,54.0,0.638884,5.326569,0.479778
dish_1564516760,test,442.728943,329.0,19.221478,11.774262,52.757278
dish_1564518454,test,164.858002,62.0,5.828,20.77,6.944
dish_1564518488,test,248.09465,117.0,9.544518,22.05954,17.399502
dish_1564518512,test,270.70752,163.0,10.088751,26.596989,17.808199
dish_1564518542,test,342.378204,234.0,16.863768,29.221918,18.77529
dish_1564518586,test,361.413239,315.0,17.160767,32.758915,19.963291
dish_1564518850,test,194.326996,119.0,7.021,29.155001,4.879
dish_1564588483,test,175.746002,51.0,13.923,2.142,9.843
dish_1564588533,test,236.06601,167.0,14.155001,2.954,21.443001
dish_1564588567,test,450.666016,312.0,30.105001,5.274,35.943001
dish_1564588688,test,148.178009,43.0,11.739,1.806,8.299
dish_1564588719,test,222.278015,81.0,16.299,6.366,11.681
dish_1564588820,test,81.119995,156.0,0.312,1.092,15.6
dish_1564588859,test,183.586426,257.0,4.754447,9.571161,23.436096
dish_1564588889,test,234.494431,346.0,5.021447,22.387161,24.059095
dish_1564588919,test,335.944183,452.0,7.606813,41.001797,25.093241
dish_1564589025,test,48.810734,51.0,1.243902,8.956099,0.497561
dish_1564589072,test,419.31073,241.0,24.043901,31.756098,17.40756
dish_1564589308,test,227.009995,161.0,10.948001,28.980001,3.381
dish_1564589366,test,324.25,348.0,11.322001,30.289001,22.081001
dish_1564590115,test,115.805847,121.0,2.951219,21.248781,1.180488
dish_1564590146,test,141.005844,205.0,3.119219,27.632782,1.684488
dish_1564590190,test,194.015839,298.0,3.398219,40.652782,2.335488
dish_1564590226,test,220.535858,376.0,3.554219,46.892776,2.959488
dish_1564590254,test,248.535843,432.0,3.610219,54.172783,3.239488
dish_1564590288,test,464.855835,848.0,4.442219,57.084778,44.839493
dish_1564590352,test,497.915833,962.0,4.670219,64.60878,46.549492
dish_1564601470,test,15.841,73.0,0.073,3.723,0.511
dish_1564601528,test,142.740997,163.0,6.193,19.923,2.401
dish_1564601569,test,208.098145,291.0,7.830707,31.273438,6.68656
dish_1564601600,test,600.798035,434.0,34.061848,39.35067,36.421764
dish_1564601638,test,712.456421,541.0,46.945045,42.989044,51.12669
dish_1564605293,test,404.167999,152.0,14.287999,50.920002,17.024
dish_1564605328,test,541.238098,349.0,25.873276,57.831768,20.289171
dish_1564675060,test,23.1,77.0,0.154,5.852,0.462
dish_1564675118,test,177.188782,238.0,4.080829,34.125175,2.032732
dish_1564675157,test,208.928787,284.0,4.172829,42.405174,2.354732
